iteration,global_ari,average_ari,loss,true_loss
0,0.8573336813450255,0.8645782158238404,23352.189453125,23034.217149679323
1,0.8722276702421582,0.873909633592916,23179.447265625,22822.04328050666
2,0.7393359607355935,0.8341806366878661,23550.44921875,23150.55403127559
3,0.6396003460053135,0.7915058669545547,23169.427734375,22673.814641738667
4,0.03497709113620441,0.4537121865121483,23722.26171875,22604.855944697316
5,0.9920076443353679,0.9919996081648647,23419.072265625,23417.6945331326
6,0.9959999994732509,0.9959996708636449,22735.76953125,22731.266552471618
7,0.7359009672442215,0.9111511860151602,23589.58984375,23306.72557789428
8,0.9800800732758551,0.9800785145883075,22812.330078125,22791.465853316946
9,0.9800800667149759,0.9804724734233666,22695.341796875,22677.643300358297
10,0.6819162424942286,0.7662937442773561,23036.83203125,22424.42101353727
11,0.23541793501169916,0.6184985977342652,23218.3828125,22526.155183298953
12,0.11201895726241022,0.7519234754670594,23544.189453125,22673.968011680263
13,0.8279290860474676,0.8722851523445098,23205.7265625,22933.51647037629
14,0.09027859453854985,0.8003487299893598,23984.318359375,23168.990792417644
15,0.774175958680121,0.8122106604161321,23294.4609375,22907.99237611367
16,0.6985970800318558,0.8210992478347929,23334.34765625,22884.24615922068
17,0.7990013929965822,0.8259065096167688,22778.197265625,22452.71202916227
18,0.8499323945245367,0.883881255409889,23120.58203125,22817.15062028633
19,0.17222127262454653,0.6399381438737026,24025.68359375,23127.15473177465
20,0.331037875725863,0.7419590297207626,24079.310546875,23317.225618941946
21,0.8722285115150021,0.8831167663819496,23073.380859375,22749.37779850129
22,0.948623162720115,0.9509927530327209,23563.103515625,23396.82107578096
23,0.9447283063825231,0.9455361626502061,22898.453125,22743.22134326297
24,0.9840470677873184,0.9842345358871917,23420.1953125,23375.992663447316
25,0.824289259790941,0.8631146660266872,22959.591796875,22720.27257603727
26,0.6720333616630215,0.8150531383129132,22991.263671875,22601.746815983297
27,0.6819596948769381,0.839956773672751,23847.0859375,23359.541819953625
28,0.902402586775662,0.9050147505356408,23218.119140625,22964.78262899592
29,0.66879710553601,0.7903017755074451,23480.791015625,22910.954052471618
30,0.8206418196165005,0.8264968840266984,23110.7734375,22766.588612858297
31,0.4618670624337512,0.8405200613945109,24133.318359375,23573.64549976928
32,0.73246935750139,0.886235432726394,22996.88671875,22548.244944953625
33,0.887250668028237,0.8898123839456987,23031.634765625,22806.98904453096
34,0.49501872816895387,0.718965823657715,24167.6171875,23406.307650191946
35,0.5620483751659588,0.8059030443722361,23755.505859375,23337.002839548953
36,0.6015349221003815,0.6114031015959569,23427.92578125,22550.59256015596
37,0.668791710551211,0.7512944324953869,23681.90625,23030.608924013908
38,0.7741596849402845,0.7835984177910289,22997.5625,22472.319286846618
39,0.8536277900935916,0.8541195595956935,23234.228515625,22918.62559909031
40,0.26346059127880356,0.8164829913229497,23694.02734375,23007.454052471618
41,0.7671274930063265,0.8334528342499604,23028.060546875,22712.582589292644
42,0.1893294625418812,0.6169464394623894,23673.07421875,22824.50845263797
43,0.806211748130877,0.82252224318259,23300.4296875,22926.012523078625
44,-0.0022917675843208934,-0.0061496778226447025,24086.68359375,22698.92857975129
45,0.05471179167020361,0.6429440904747462,24206.943359375,23284.22325534031
46,0.6884939319600488,0.7801921021163148,22952.591796875,22384.17068515596
47,0.5972880080972408,0.6339713935612792,23132.130859375,22417.600331608297
48,0.6786545985976477,0.8747006516192624,23479.11328125,23036.88271378002
49,0.9330891455676936,0.934988804035983,22712.5546875,22518.687893851988
50,0.802614134392821,0.8722416562696322,22853.28515625,22615.89138828096
51,0.049881612014300004,0.0454418515746681,23384.568359375,22264.655183298953
52,2.0377063918068353e-05,0.8253839746884974,23392.005859375,22773.79356784031
53,0.6918484115184846,0.9067033693008864,24111.62890625,23823.858144108297
54,0.9721660373520582,0.9724845350331982,22657.6796875,22620.638778393342
55,0.6852600884653655,0.7741446143092986,23894.125,23358.672350947316
