iteration,global_ari,average_ari,loss,true_loss
0,0.41872858519797923,0.714576579700063,-10933.9365234375,-10930.875646933191
1,0.49448572600396196,0.6560426163260333,-11043.103515625,-11016.022295498846
2,0.0,0.0,-10942.978515625,-10841.400245710178
3,0.0014729757840434622,0.0012057210812004612,-10991.5224609375,-10910.183756692655
4,0.809619625046958,0.8098628950664546,-10891.236328125,-10927.656958504685
5,-4.1736150871935294e-05,-0.0015521208230856337,-10946.068359375,-10822.265315894521
6,0.02856469595288699,0.05456118408579584,-10939.0830078125,-10827.320372823497
7,0.0007493607032682356,-0.0006844984749175404,-11047.4130859375,-11024.894890849544
8,0.006504298374695772,0.010598629291584111,-11003.310546875,-10909.16611699616
9,0.8241115899082239,0.8302115810071017,-10967.513671875,-10993.14918705235
10,0.15184795323620875,0.5661292354981777,-11077.8388671875,-11076.898128394521
11,0.008013218243172108,0.6017848421876907,-10876.7275390625,-10918.739822650363
12,0.0013742166364525297,-0.0011522418127903108,-11068.2265625,-10942.982276960178
13,0.0,0.0,-10917.189453125,-10801.847408716018
14,-0.001621753445879888,0.0,-10817.4091796875,-10755.02711673985
15,-0.0010057635473506878,-0.006947483394617005,-11007.814453125,-10918.331578477699
16,0.0001300831161973837,-0.0003077958928485548,-11073.509765625,-11049.108356141836
17,-0.0006662945754822943,-0.0020889240667239083,-10812.2275390625,-10769.744808082021
18,-0.0002101672322569199,-0.0013534209428170464,-11082.595703125,-10966.357112769521
19,0.002122848738815338,0.0013698505841700963,-10990.728515625,-10951.685217245691
20,0.0,0.0,-10841.9443359375,-10793.048826877
21,0.17814992400290205,0.2908256016228841,-10854.3369140625,-10788.500708504685
22,0.0017817067833058632,-0.00026980122784698733,-11013.58984375,-10904.761265977699
23,0.8314068905433201,0.8343388628672684,-10753.6357421875,-10797.586830719172
24,-0.0011022058511799635,-0.008723493933470014,-11013.1748046875,-10905.253699763682
25,0.8683608122555858,0.8732038517698728,-10838.0166015625,-10882.900996510527
26,0.0008896015903045093,0.0005099680735181882,-11030.7705078125,-10890.95908574616
27,0.0,0.0,-10921.541015625,-10812.433284644521
28,0.0,0.0,-10991.7666015625,-10879.456886335178
29,-0.0019182131166299715,-0.0022786341519830692,-11026.8232421875,-10949.586584433191
30,0.00033952462225520056,-0.001130311832503313,-10873.3681640625,-10757.533140305504
31,0.0012047342780249143,0.0,-11031.396484375,-10837.72936779651
32,-0.00012218861508502565,-0.002714155755075853,-11046.212890625,-10979.160196049665
33,0.5232318125160491,0.6923390991222967,-11138.48046875,-11136.713475986695
34,0.00032091907810639935,0.0032686540678616197,-10865.8134765625,-10779.619951748846
35,-0.0004522532215895281,0.0,-10933.92578125,-10850.706619525363
36,-0.00024772455344179066,-0.0020854854324299475,-10898.59765625,-10758.981156730853
37,0.0017279605936875195,0.0007376909272542833,-11028.537109375,-10912.303545498846
38,0.7599032260472534,0.7609569305582697,-10677.72265625,-10748.386368596859
39,0.846092490511178,0.8464607663419516,-10947.8955078125,-10989.528216445342
40,0.001852733420159495,-6.042322890778538e-05,-10984.826171875,-10892.700698578867
41,0.06233900241413372,0.12298572744392207,-10888.2001953125,-10818.401201748846
42,0.03013938036385293,0.154265414630698,-10932.326171875,-10860.43023181403
43,0.0040355891165133745,0.0,-11117.236328125,-11052.085874680504
44,-0.0011199360300759335,0.0,-10891.1796875,-10799.19909435901
45,0.04436926465009276,0.023433825368968042,-10863.7119140625,-10836.0673815645
46,0.8096185289456462,0.8096833375780367,-10831.7939453125,-10877.2431628145
47,-0.0012812457556082228,0.0,-10829.931640625,-10774.101417585178
48,0.00028937871409835203,-0.001685866750650002,-10904.1982421875,-10836.515377466018
49,0.000560772937003748,0.00018583368648692847,-10993.0146484375,-10900.915747567185
50,0.217691978285087,0.33472266784774685,-10838.1533203125,-10795.566240811346
51,0.00212981194416214,0.00289702026617956,-10856.4638671875,-10789.181228900363
52,0.02114671802690587,0.760004402818634,-10922.7216796875,-10918.04078861485
53,0.030328976418920177,0.1603986058062631,-10920.173828125,-10839.362139248846
54,-6.771069336677129e-05,-0.0011311850429373803,-11005.1484375,-10915.280961418353
55,0.004688985357976355,0.0022904909399588907,-10881.8408203125,-10813.701695665199
56,0.0004929790577405324,0.0011834947531591965,-11020.634765625,-10833.38877324616
57,-1.5600923892690762e-05,-0.000982071485668608,-10984.9453125,-10875.044776960178
58,0.000814506368914951,0.0017777777777777779,-11031.5908203125,-10909.957173668823
59,0.0012007486725887514,0.0007965337318413182,-11163.712890625,-11007.789061252
60,0.0035360056838992164,0.009357604934556943,-10792.3935546875,-10697.644427382842
61,-0.004058868311844209,-0.00414891536848411,-10796.8876953125,-10730.421627466018
62,0.8985007858906296,0.8980024982567766,-10830.9873046875,-10861.594663743004
63,0.009954447973679092,0.008960581226890394,-10969.115234375,-10922.026078605853
64,0.0,0.0,-10919.162109375,-10829.127846344172
65,0.0023054636989580843,0.19199877740731,-10963.46484375,-10830.940100058191
66,-0.00016386303299890036,-0.0009185013746896802,-10933.546875,-10875.874711418353
67,0.7050124425582093,0.7071040888830356,-10757.8583984375,-10764.273087346859
68,0.9061158614302716,0.9056105478489489,-10975.3994140625,-11008.738259478168
69,0.061729964896963564,0.32211542537984317,-11062.4365234375,-10964.978206519521
70,0.8909058618272272,0.892172235569989,-10833.294921875,-10869.629594230853
71,0.04824381999617845,0.641754429565614,-10863.224609375,-10878.406166656672
72,0.7810192124075866,0.7833614240443627,-10767.2998046875,-10814.543615683191
73,0.0010583936399217598,0.0,-11199.4248046875,-11062.538999680504
74,0.0006956275301036035,0.0008888888888888889,-11002.4306640625,-10888.416703605853
75,0.8168006676967421,0.8174451767833112,-10914.7529296875,-10955.327733799195
76,0.8460917583623252,0.8488795992504823,-10782.822265625,-10822.3505846895
77,0.0,0.0,-10854.80859375,-10794.583839460178
78,0.0,0.0,-11059.1728515625,-10961.535011335178
79,-0.00039967221681423806,-0.0011554446491642023,-10904.919921875,-10796.319273118004
80,0.002438488576449912,-0.0023084006432731842,-10852.396484375,-10765.597244525363
81,0.8387333467291663,0.8413680625533283,-10855.4921875,-10895.394591573497
82,0.00375584384439959,0.018914824068337697,-11236.7822265625,-11162.237221344172
83,0.6392777626361078,0.6472165103524758,-10893.681640625,-10940.30836673985
84,0.00035843312135763213,-0.00011881818592060981,-10959.818359375,-10858.516436123846
85,0.0003087170253360732,0.0008888888888888889,-10861.7265625,-10794.634743853168
86,0.03493924811746628,0.8313918835261767,-10933.9423828125,-10965.367998623846
87,0.9446731404961201,0.9449664588706608,-10727.462890625,-10750.727681481323
88,-0.0011670747769946018,-0.0006519855017482344,-10977.4775390625,-10926.515562180504
89,0.8683602308355959,0.8680238690987674,-10968.611328125,-11011.627641105853
90,-0.0011062378951710496,-0.0016969696969696972,-10979.025390625,-10881.51246830235
91,0.8833667227947977,0.8856521078996936,-11019.9609375,-11057.813146933191
92,0.7739458026652207,0.7745136496140753,-10816.3212890625,-10852.200009350014
93,0.0,0.0,-10995.533203125,-10904.181639377
94,0.001764441811601581,0.0,-10831.802734375,-10760.486142162514
95,0.0021857731767020395,0.00569137952322356,-10864.06640625,-10853.209754451182
96,0.000145713110828393,-0.0018018988527126576,-11089.8662109375,-10986.450595959708
97,3.1812094985451128e-06,-0.0030069060821583974,-11128.50390625,-11073.150955462863
98,0.0065317017556330015,0.005726379357958248,-10972.2724609375,-10870.652198835178
99,0.0,0.0,-10869.5712890625,-10781.988177382842
