iteration,global_ari,average_ari,kmeans_global_ari,kmeans_average_ari,prior_random_global_ari,prior_random_average_ari,prior_kmeans_global_ari,prior_kmeans_average_ari,true_loss,loss,kmeans_loss,prior_random_loss,prior_kmeans_loss
0,0.353921771950384,0.9919995611635631,0.9681923030151443,0.9683209542216966,0.0,0.0,0.0,0.0,-11907.916288994831,-11903.214716058055,-11907.304550432862,-12417.35645042652,-12417.356070323045
1,0.039693885151034586,0.9761589041262961,-0.00038189214017276575,0.0005908318108274758,0.03650014677039996,0.9761589041262961,-0.00020758318605064086,-0.0029173148161510303,-12135.76429216713,-12130.516401827263,-12529.797096244522,-12131.356653789415,-12532.881950515968
2,0.9840320578693613,0.9841618721313594,-0.0010876993656930962,9.96774269363834e-05,0.0,0.0,-0.00030769329388876244,0.0001633280491905654,-11897.099846325913,-11889.230352499791,-12381.581743521889,-12383.890277443898,-12382.945100702376
3,0.033407334532561075,0.9764848484848485,0.9919999711388391,0.9919995611635631,0.0,0.0,0.016860992055931973,0.23898321088485056,-11938.295578586049,-11930.809048321282,-11931.781598799755,-12421.053322402566,-12382.201862002903
4,0.03807610879028313,0.9839995611635631,-0.0009348379024771903,-0.0029246657833652645,0.03973880521133029,0.16896551724137931,0.0011873987457719482,0.029688519950282592,-11880.56704475159,-11874.715459035391,-12410.812905560868,-12359.080762957636,-12412.310069165835
5,0.0026244748845326523,0.001553366212527676,-0.001811960703714833,-0.0010092077055322162,0.0,0.0,0.0,0.0,-11988.625099908682,-12392.78805922622,-12394.407759896143,-12397.738049532989,-12396.779680835894
6,0.34916141646912713,0.9841616161616162,-0.00015039061883043096,0.005873004071923903,0.0005609985000495883,0.0007091372022792591,0.0,0.0,-11912.4047801249,-11905.899728823086,-12375.90038741189,-12378.83546694476,-12378.978371022478
7,0.0008671300908032966,0.007463573512771179,0.9137635691677944,0.9142533418230453,0.03341084052469537,0.976155465303675,0.0,0.0,-11876.51901972794,-12355.581797917548,-11900.871144410637,-11876.05619489461,-12358.884211654933
8,0.9919999558239977,0.9919996552039955,0.9919999558239977,0.9919996552039955,0.03647780888248464,0.9919996552039955,0.03647780888248464,0.9919996552039955,-12001.655720268482,-11994.6681530165,-11994.65524639644,-12000.467336642872,-12000.467336642872
9,0.033407334532561075,0.9761614067256719,0.9760961061483148,0.9761614067256719,0.00030059320709693686,0.004728250537563655,0.045868487092664716,0.1611607370973774,-11935.74981719078,-11922.004194274019,-11923.722352610224,-12412.638786459953,-12386.759729425661
10,0.3538919554737074,0.9603141303897443,0.9681921648819638,0.9681600807057814,0.0025269368320866574,-0.0034355623589114362,0.0,0.0,-12014.630384271859,-12006.236708345896,-12013.656371138433,-12482.960089798176,-12485.80575633838
11,0.03971677417457507,0.9919995611635631,0.9919999691484065,0.9919995611635631,0.03971677417457507,0.9919995611635631,0.03971677417457507,0.9919995611635631,-11973.11587287659,-11968.70759817105,-11965.813807588249,-11969.970113850502,-11969.970113850502
12,-0.0005223424798106406,0.0,-0.0005223424798106406,0.0,0.0,0.0,-0.001515631958295718,-0.0004935531708432129,-11881.43618537659,-12315.963721214544,-12315.954752728141,-12316.406938809658,-12314.222783666917
13,0.3538949328608653,0.9919905858125253,0.004111229469938763,0.003217792903427618,0.0,0.0,0.0,0.0,-11878.880466685712,-11869.163643039492,-12388.27285462437,-12392.478488728677,-12392.375863520381
14,0.3587177012300371,1.0,0.3587177012300371,1.0,0.3587177012300371,1.0,-0.00033818508738687683,-0.0006490834186426951,-11899.072192072534,-11897.708653885025,-11897.703220644498,-11899.376924247383,-12318.32304410504
15,0.33973586109543474,0.9526451672817652,-0.0018460639555145301,0.0035513985079666313,0.0,0.0,0.0,0.0,-11852.936568717805,-11845.09522557546,-12268.400030390392,-12269.246239522363,-12269.328502952143
16,0.9760948068491792,0.9759959241956121,-0.004792455792116743,-0.004177726617379604,0.9760948068491792,0.9759959241956121,-0.0014222978017629693,-0.002274891251268548,-11953.008852552264,-11939.078252527966,-12424.509639142407,-11940.479284652965,-12431.200350477107
17,0.0014175215903801165,0.0,-0.00017741011750475852,-0.004667126170380897,0.0,0.0,-3.1873015856761384e-05,0.0001633280491905654,-11834.503741650238,-12371.61800145822,-12368.490958477569,-12372.783330761573,-12371.422453546531
18,0.00016326739678139136,0.0006957530076822728,0.0002584444792701446,-0.002155584256406831,0.0,0.0,0.0,0.0,-11997.934268670508,-12508.296544805246,-12506.491363729478,-12508.651312441565,-12509.026372678058
19,0.9760960701200192,0.9759891438695444,0.9760960701200192,0.9759891438695444,0.0006206737629852247,0.00033344555058593435,0.35392715225392224,0.9759891438695444,-11940.672531711049,-11928.567332824992,-11928.563953850802,-12419.742449677618,-11938.76943855651
20,0.9681923862084126,0.9681600996985089,-0.0009163157932984174,0.002789678082839379,0.0,0.0,0.0,0.0,-11860.99573747963,-11848.115238742976,-12326.771488771823,-12328.216952021608,-12327.51728767009
21,0.36354711757651337,0.99199877740731,0.04878663673197982,0.2,0.00026446487697578264,-0.0004529465619428516,0.0,0.0,-11964.771164523549,-11963.251859406842,-12352.108780294031,-12461.744611097452,-12462.512955930491
22,0.3444096963679987,0.9764764615189401,0.3444096963679987,0.9764764615189401,0.0008888314290793323,0.0005107695272972583,0.0008888314290793323,0.0005107695272972583,-11894.834239535372,-11889.245318411666,-11889.070386724885,-12402.072284201076,-12402.072677062617
23,0.036488259774944735,0.9919998119331364,0.0004407157291286961,0.0015399680855654654,0.000333334401712826,0.0005107695272972583,0.0,0.0,-11915.698898898549,-11910.250014514146,-12400.817667997033,-12402.003982745797,-12402.911550074929
24,-0.0001568647537703564,-0.0007272727272727272,0.3491602503346359,0.9839998119331363,0.0,0.0,0.041343638018767524,0.9839998119331363,-11985.84710830902,-12380.953883385118,-11976.026895713845,-12381.701178974046,-11977.333793418002
25,0.33973397481159595,0.9681591236502716,0.0010064896787178898,0.000850150961515787,0.0,0.0,0.0,0.0,-11921.90769160294,-11914.316958100548,-12364.6274419746,-12368.616248364475,-12368.616251835107
26,0.9919994334721989,0.9919993417272899,0.9840308179942407,0.9841604758322362,0.0,0.0,-0.0014749723414424361,-0.0020426905629922355,-11922.525572947536,-11906.527584401681,-11906.373146341499,-12314.236655789371,-12312.328266125927
27,-0.00028189106136928936,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-12051.3178660624,-12489.396490702351,-12046.700633219805,-12489.902766824982,-12490.144358947295
28,0.047268769383902155,0.2,-0.0008318068298079903,-0.0037111923298343125,0.0,0.0,-2.2751963154028812e-05,-0.0018932446935840865,-12036.171883861387,-12431.411067662759,-12502.576930429974,-12512.671447337547,-12512.523688762369
29,0.9214427969296975,0.9219306568030975,0.9681923833306654,0.9681564884296098,0.032387364848909576,0.1879096541556418,0.0006295815882800766,-0.0015521208230856337,-12036.196279714428,-12066.187600744222,-12021.074718399786,-12434.555803937665,-12458.500644274633
30,0.9681923435572012,0.9684836469266983,0.9291540035015398,0.9305891552836965,0.34915578030887434,0.9681604213588283,0.34915578030887434,0.9681604213588283,-11769.211959342805,-11758.971400615756,-11811.734597049352,-11764.417097635267,-11764.417097635263
31,0.9760961147007183,0.9761594684462762,0.03807666433936652,0.968320385327009,0.003192363544062498,0.0231625924030767,-0.0003366083343319207,-0.001774563672395513,-11935.335791109697,-11917.407955304938,-11912.18242625995,-12415.134976639412,-12413.973069478996
32,0.9760960971535391,0.9761598175595262,-0.0018634326560115653,0.0,0.0,0.0,0.0,0.0,-11713.472737949223,-11703.89622216513,-12258.763358735014,-12258.94640370786,-12258.94640901615
33,0.06420236292903289,0.19023284196225626,0.9919999904673683,0.9919995611635631,0.0005455313272154777,0.006070969830896783,-0.0002480639543726333,0.00033344555058593435,-12016.29946662659,-12441.601214621256,-12007.360645667432,-12491.817583542645,-12495.698305797718
34,0.9760961928517079,0.9759963003627462,-5.037433107594861e-06,0.0010993588509457882,0.3539239347103302,0.9759963003627462,0.00036820102570468943,0.0015228343097195556,-11934.268599967805,-11918.961240038725,-12332.452210130636,-11926.289308010406,-12333.839467804428
35,0.03649844694802221,0.9759964884296097,0.9760961061483148,0.976160748452962,0.0,0.0,0.0,0.0,-11926.470803033682,-11926.700251973452,-11918.543946291116,-12413.508172987957,-12414.329123683165
36,0.9840296070794478,0.9839938528092684,-0.0016756441628167753,0.00032327063365401794,0.9840296070794478,0.9839938528092684,0.010156270773537398,0.011659934919029467,-12038.899806265103,-12022.18781937042,-12527.94137490169,-12023.336411683153,-12531.138585743935
37,-0.002141981456977665,-0.0042693121817219855,0.35392474374887367,0.9919995611635631,1.819630870107804e-05,0.0,0.0,0.0,-11909.456884859697,-12322.815802343765,-11910.035280364584,-12325.924017759318,-12326.82006664903
38,0.35392464411369445,0.9919993417272899,0.0005154613025668345,0.0028851330640472343,0.3587181601076546,1.0,0.0,0.0,-11781.077540640103,-11767.755240006383,-12227.81587996256,-11769.006898378022,-12229.845870723368
39,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-11951.465555089426,-12466.456062054249,-11944.84289446746,-12467.037019295778,-12467.25706464028
40,0.015044916990519047,0.01966453735975087,0.03493403045501691,0.9841609542216967,0.0,0.0,0.0,0.0,-12013.273446361387,-12425.614066906823,-12001.731268590116,-12429.505764415462,-12429.50576441547
