iteration,global_ari,average_ari,kmeans_global_ari,kmeans_average_ari,prior_random_global_ari,prior_random_average_ari,prior_kmeans_global_ari,prior_kmeans_average_ari,true_loss,loss,kmeans_loss,prior_random_loss,prior_kmeans_loss
0,0.7918913368003322,0.7914566015129699,0.7918913368003322,0.7914566015129699,0.0001915782615287216,0.000453994256809053,-0.00014622869481411885,0.0015327986644852478,-21719.44377405825,-21621.633539521266,-21621.625871619137,-21917.770968437555,-21917.401786262177
1,0.8499335336592525,0.8505791016184773,0.7290424438290481,0.7626187564012133,0.018242393741278208,0.047136253251406524,0.018242393741278208,0.047136253251406524,-21609.511013203926,-21523.618332113663,-21562.2423281466,-21828.524113544125,-21828.52740512346
2,0.8684923971429874,0.8687601031088384,-0.00015972344359332853,0.0007740590392680804,0.008092755032902603,0.002919531594735805,-0.00010906228674022405,-0.00034884092742352193,-21813.479640060934,-21731.457730338683,-22051.38714019159,-22055.046979637405,-22051.574065619698
3,0.8910269221876062,0.891629864387008,0.8910269221876062,0.891629864387008,0.0007057231726757483,-0.0028870644751866964,0.0,0.0,-21801.692859067247,-21731.004211913532,-21730.97726149789,-22055.414473196543,-22063.469316251216
4,0.8536296311220779,0.8555053947943699,0.8536296311220779,0.8555053947943699,0.8242882327479318,0.8239878049218332,0.0010111231007667878,0.001475291644947599,-21655.710642430564,-21560.315624842275,-21560.303546053452,-21581.548525272592,-21830.20544914041
5,0.8610450475311945,0.8605974122336761,-0.0004463885753429206,8.468464584850469e-05,0.0,0.0,-0.00034806889908608617,-0.000694396386947534,-21711.168465528575,-21623.44466285553,-21900.229724566743,-21905.803223236566,-21904.630685595832
6,0.8759719447524393,0.8765198532814958,0.8759719447524393,0.8765198532814958,0.006204032420608149,0.019838192096096278,-0.00024022450943577835,0.0028043684662671974,-21861.063911769583,-21783.442456791552,-21783.50659750641,-22049.632723209,-22054.030531541215
7,0.8425662836631943,0.8456089469168437,-0.0010118820489230865,-0.0017547356246741647,0.49793235367206673,0.7652913512453347,0.49793235367206673,0.7652913512453347,-21961.09404154026,-21870.236169382908,-22142.737210151394,-21915.777280678216,-21915.779158771013
8,0.0019203525737657495,0.008598015932718106,0.008258643654897922,0.014483954749190503,2.2816412917090497e-05,-4.6591298389859515e-05,0.0,0.0,-21597.717252605915,-21710.926457952948,-21701.057446478637,-21712.59173440716,-21714.31633774862
9,0.767142933991976,0.7788497425466979,0.767142933991976,0.7788497425466979,0.1543949475022714,0.7525772980557213,0.15125582528040485,0.7586495481238477,-21663.428395344232,-21565.147435196333,-21565.152156729873,-21638.613631634544,-21638.67995391399
10,0.0020180632539321553,-0.004004239842960533,-0.0009363961884317676,-0.009893993421508847,0.002402841620165589,-0.0033489236114889235,0.001707876811260013,-0.002789997666760923,-21786.686999692247,-21925.462190747254,-21917.258193637517,-21926.97217652305,-21927.384814849716
11,0.00026499543588053465,-0.0015601881624886205,-6.89893614358595e-07,-0.0025120375381018217,0.0001446297490595272,-0.0009800182308028734,0.0,0.0,-21704.84528491257,-21971.067655733907,-21967.164917050213,-21971.695153109154,-21976.808426859523
12,0.8647647669632159,0.8675064780361528,0.8499340290762656,0.8521519750545149,0.0001546483549815557,-0.0007760604115428168,0.8242881697452483,0.8266570199486363,-21619.913356953926,-21544.426955655403,-21556.948738681054,-21891.990328881966,-21561.05384042535
13,0.8425665685201273,0.842860849794336,0.8352312306131013,0.8372090376194468,0.05761929455172029,0.06975330353552606,1.920043834685397e-07,-0.000792131275259288,-21418.052275114907,-21339.593520687336,-21339.272728691252,-21624.09116869069,-21623.6143738924
14,0.8499336311550386,0.8508605784371317,-0.001140917618104256,-0.0009170766475605809,0.07087654183893122,0.0789612910533191,-0.0006891424393536907,0.0005162506531164468,-21653.668055051938,-21548.674085931307,-21858.13079848617,-21863.382031305435,-21861.623992831945
15,0.8098100590948315,0.8089613648557258,0.0023128271888762705,0.003283509687204281,0.0005038371601068297,0.0008378792316986281,-0.0007291400509774839,0.0021668076159460227,-21846.680401459296,-21741.900900607026,-21955.428441031003,-21962.890923012852,-21961.75256789428
16,0.0014771061617580318,0.0008357496014783971,-0.0028203644887447045,-0.004876819582835476,0.0014771061617580318,0.0008357496014783971,0.0014771061617580318,0.0008357496014783971,-21317.28374095124,-21488.388709983014,-21484.997072177914,-21488.988082203607,-21488.98795957257
17,0.875971948993748,0.8755463004622428,0.875971948993748,0.8755463004622428,0.0002435456469479464,2.6062293255806576e-05,0.00033234286649336443,0.00043196234328076453,-21874.70465991257,-21794.779148163914,-21794.804248078814,-22087.193823954407,-22087.18563836682
