iteration,global_ari,average_ari,kmeans_global_ari,kmeans_average_ari,prior_random_global_ari,prior_random_average_ari,prior_kmeans_global_ari,prior_kmeans_average_ari,true_loss,loss,kmeans_loss,prior_random_loss,prior_kmeans_loss
0,0.1623787495365434,0.9840802801930492,0.000825656759297436,0.006482592186391639,0.00012016262446559492,0.0020904588624137696,4.807269363325682e-05,0.0016842497893717913,-23769.123695925136,-23766.152475258135,-24762.219843959243,-24767.971739186145,-24768.171278779366
1,0.037453681455178606,0.9839980561479411,0.0006791038871973928,0.001895587473338356,0.00025543089274443573,0.0016025857647765085,0.00025543089274443573,0.0016025857647765085,-23843.429533448783,-23836.91467799253,-24728.50661393728,-24737.26245433611,-24737.261233620447
2,0.03667615675862597,0.9880786218294155,0.3521876347726354,0.9879986050333842,0.0,0.0,0.0,0.0,-23593.4862104927,-23589.282982079236,-23597.474019769692,-24565.04044914782,-24565.04597885163
3,0.039837163518564825,0.9643223136407079,0.0005928097594987875,-0.003361961144721226,0.03361961104442151,0.9489677230158493,0.03361961104442151,0.9489677230158493,-23789.33425008392,-23765.865977419286,-24580.183689300684,-23764.734831537644,-23764.734831585192
4,0.0398432038836251,0.9720785138320618,-1.720811404684314e-06,-0.0036205921375651083,0.0,0.0,0.010499029185655514,0.11014616719524888,-23807.488054360947,-23783.921052025275,-24781.49370165953,-24789.938683734017,-24760.955037655367
5,0.04230582229314386,0.9682402925178923,-0.0009878183954813286,-0.005844737505412772,0.0,0.0,-0.0005079341064722337,0.0008125898971292668,-23815.23692254676,-23792.00582964406,-24688.42366530156,-24696.886510130455,-24692.185128637917
6,0.039844952065619506,0.9879995925149178,0.037453242210337384,0.9760798502075477,0.0,0.0,-7.612103923411792e-05,-0.0005224595604971184,-23883.06075795554,-23871.38953217689,-23874.79602109877,-24712.20270019548,-24709.90997541793
7,0.03590281769169514,0.9523214349844288,0.9447286806792813,0.9444825479470543,0.0,0.0,-3.960410298506925e-05,-7.846151382684024e-05,-23816.543179830544,-23794.16851570946,-23800.77306440589,-24681.554981057994,-24680.886858826907
8,0.03588761312484256,0.9840798616156693,-0.0011755320887708324,-0.002942594750255149,0.0,0.0,0.016440413629869473,0.08570230165775908,-24141.243110634598,-24117.362820192116,-24957.29975131059,-24963.947624341956,-24927.65549578689
9,0.005195038347649631,0.09123235307230598,-0.00032942599543238935,0.00027828378767585335,8.586248443498116e-05,7.13818506546007e-06,0.001593787372597259,0.12281716584836613,-24107.24915210419,-24884.288509227306,-24920.399315065944,-24929.892035632984,-24900.124226553402
10,0.35218734314014294,0.9880799098857928,-0.00013834143388367524,-0.00029901376609055107,0.00021940778316222062,-0.0001538979464242774,0.0,0.0,-23818.271275695406,-23800.779223263464,-24826.15080496363,-24831.136451309005,-24831.71795165342
11,0.3545671587151009,0.9919993887466461,0.0390402597609578,0.9919993887466461,0.026293763166110762,0.12095138652826917,0.0022660660792493503,0.09274929744519879,-23775.050736455538,-23782.666332976096,-23772.067496757656,-24693.48838015563,-24691.59612137131
12,1.247869823964075e-05,0.003150121147024193,-0.0003601671304693317,-0.003295881817187491,0.0,0.0,0.0,0.0,-23832.284637067027,-24647.509310591915,-24643.29419317727,-24652.243057325846,-24652.243057325846
13,0.15597195139056313,0.9760723846563788,-0.00024403647587209964,9.01238701522521e-05,0.0,0.0,-0.00013152796425322703,-0.0007726325420627255,-23997.073243387975,-23979.03652630918,-24833.18974722517,-24840.37235710789,-24839.915305122595
14,-0.0004142777133356774,0.0038868943539246852,-0.000541658165314005,-0.0006668509259435643,5.9105531527685626e-05,-0.0008705927890861283,0.0,0.0,-23802.47009289473,-24745.714543441878,-24746.07053332532,-24749.63027713123,-24750.007912045072
15,0.3474475101551942,0.9800804322310173,0.0007914728666067003,-0.0012653807962749093,0.0,0.0,0.00011350246873408988,-0.00012935334612591934,-23675.308056357568,-23664.49885798828,-24673.565058097178,-24681.554981057994,-24677.062920734315
16,0.14814348655937423,0.9723202782583631,7.137759926482969e-05,-0.0010470605842485287,0.0,0.0,-4.7430992466633404e-05,-0.0003636363636363636,-23695.588101705544,-23685.84958972496,-24647.08866528171,-24652.243057325846,-24649.51822927641
17,0.15756937263804124,0.9879966442446444,0.03984290094357908,0.9879925484472519,0.0,0.0,-3.160232628197759e-05,-8.984685691517126e-05,-23915.668617800136,-23911.305677989858,-23913.92229807712,-24865.901516852115,-24861.083639354827
18,0.0033180010211642168,0.10260326681827617,0.04230703025237396,0.9761600852946275,0.0,0.0,-0.00013344654422342483,-0.000491035742834304,-24020.581493857568,-24885.96687674389,-24003.178582352055,-24914.15668088652,-24913.914566567466
19,0.14814146291269603,0.9645533951940001,0.008963301473081884,0.10465045109638187,0.34273633465769676,0.9645533951940001,-0.0003216869558027758,-0.001049084278907163,-23947.338831969057,-23929.197748683815,-24854.256511648433,-23931.213707190935,-24904.40716648555
20,0.041479884724380967,0.9800799242955351,-0.00028335827915835067,0.0059829177517688355,-4.754710146021221e-05,0.0008422892798557342,-0.0009603472486498561,0.9800799242955351,-24132.36579237784,-24111.327834289517,-25042.110090832415,-25045.80156061185,-24116.06277502153
21,-4.051614540632133e-05,-0.001159237389862644,-0.0005083991539526195,0.000375032289156845,0.0,0.0,0.0,0.0,-23761.85180999946,-24604.12699863035,-24604.122759717684,-24614.006860978152,-24614.006884557864
22,0.041477406020554095,0.9643206775713852,-0.0008161224337545256,0.0011357891173273394,0.0057818490237339605,0.09641241796887412,0.0,0.0,-23663.634922077163,-23633.01908425181,-24494.72437706086,-24472.97950639422,-24503.777248074133
23,0.03590064760746608,0.9682394505180565,-0.0006343709401855492,0.0,0.0,0.0,0.0,0.0,-23699.23496942176,-23675.140194708383,-24563.414035752827,-24565.208373167425,-24564.240573303818
24,-0.0005390788091918064,0.0,5.1806775002829434e-05,0.0008966601130201073,1.0445515165962414e-05,-0.0008923076546709681,0.1591545623712866,0.9919981815160245,-23596.770162090677,-24531.37454215762,-24526.18824807159,-24532.45882514305,-23601.620221458346
25,0.3569604181793969,0.9723208023906811,0.0017281112281793342,0.004597348593140172,0.0,0.0,0.0,0.0,-23710.04210264473,-23687.92086933108,-24670.821907741894,-24671.520626741425,-24671.520742191497
26,0.9880239933520377,0.987999043931727,-0.0016766230334056933,-0.007578513596519666,0.03983510423545355,0.987999043931727,-0.0011651164022722742,-0.0013262716875619873,-23962.111155864324,-23947.081219553995,-24878.208243578625,-23962.897746945448,-24882.531158495152
27,0.036673784554645615,0.9647243651842556,-0.0023433447883410025,-0.0011110662805811173,2.7255083019506657e-05,0.000869398214423394,2.7255083019506657e-05,0.000869398214423394,-23772.74749127311,-23765.154028331795,-24662.235407270626,-24667.55425837547,-24667.55461243369
28,0.040655838904053984,0.9919993417272899,0.988024019037029,0.9879989498921546,0.03742173108759962,0.1388467222085302,0.03742173108759962,0.1388467222085302,-23792.97600689811,-23784.371752830197,-23776.522145971056,-24694.068085712057,-24694.06808571206
29,0.6237236741729318,0.9721598049923188,0.0006971605688355579,6.320457660291107e-05,0.0,0.0,-0.00013899597421134443,-0.0002264732809714258,-23675.7212793373,-23663.526717385597,-24620.070664726663,-24627.073949794467,-24625.846670598836
30,0.9840480466476023,0.9839984953582389,0.001700244231891297,0.0026623258156464333,-0.00013899597421134443,-0.0005513710431743218,-0.00013899597421134443,-0.0005513710431743218,-23846.08704272919,-23827.595167864896,-24638.78893943461,-24658.08579299397,-24658.084473174757
31,0.03984436336641324,0.9565641649982591,-4.384607378953614e-05,-0.0013102131647229974,2.607514706013529e-05,-0.00015221131464426677,2.607514706013529e-05,-0.00015221131464426677,-23833.452186056893,-23828.329548092086,-24667.96779722955,-24677.22929829556,-24677.236907929626
32,-0.000667104261546323,-0.00042849491162292447,-0.0004094989208132436,-0.001485793685743271,0.00011522643708231417,-0.00042849491162292447,0.00011522643708231417,-0.00042849491162292447,-23877.01698610419,-24782.01929711422,-24774.73919592347,-24782.97335695567,-24782.973356955667
33,0.9603603567227317,0.960480583552107,0.04147729076742942,0.9642392037487015,-0.00046466900253326187,-0.0016449682236070833,-0.0003877509544129537,-0.0014778186472389411,-23792.464306357568,-23776.847857435023,-23776.08159462376,-24695.421724927644,-24695.668350634758
34,0.1575610731027928,0.9801613718153733,0.0009012481983838429,0.0003528986084533782,0.0018920826464098462,0.10719175878191471,0.0028768469075043206,0.1039238398998332,-23855.402992800136,-23849.112183971883,-24748.34023159147,-24736.623089580185,-24723.155442985964
35,0.6237194668323843,0.9720286418782067,0.036673640183416845,0.9640280306248531,0.03288787175928321,0.13361315807237245,0.040656883899628,0.9760288612964253,-23590.103361573783,-23583.847169352266,-23612.59645069171,-24475.94007967572,-23578.81650275395
36,0.04065641211080073,0.9840802345982101,0.03824177736077759,0.9495362606769211,0.00026415686798543617,-0.000674561405387252,-0.000983699554700497,0.9840802345982101,-23646.239295431893,-23638.960755339405,-23709.592807832152,-24632.394246433636,-23646.356421938748
37,0.620564588872739,0.9761603939966685,0.00022156940103720902,-0.0012708659508712064,0.0005089551528851196,0.0022805967333714853,0.1496941721819446,0.9761605037148051,-23748.710801658242,-23748.93768685159,-24684.123855661583,-24686.755034713387,-23754.178974842343
38,0.15912294250262327,0.9682796016238913,-0.0027118339082600413,-0.0013704361564629286,0.15912294250262327,0.9682796016238913,-0.0013324318243974724,-0.004113217846294601,-23948.976408448783,-23928.52088228848,-24901.062823567878,-23932.44347079773,-24910.780609003366
39,0.16237462641133418,0.9683871348500844,0.14814493988181468,0.9646297253299204,0.0,0.0,-0.00048171769211744636,-0.002217658565142849,-23689.492343952163,-23668.616632779165,-23680.33647767166,-24685.737829128357,-24682.356520841488
40,0.5955798780299841,0.9368687679463366,0.0015106871593386507,0.0021144761965283857,2.414496232161829e-05,-0.0008233622622776836,2.414496232161829e-05,-0.0008233622622776836,-23747.52257139473,-23840.179340881812,-24781.517626450917,-24788.96703716094,-24789.065895611766
41,0.34981364410361815,0.9760790125970754,-0.0006782354428151951,-0.0034492326292638502,0.01776578053437846,0.08448484848484848,0.0,0.0,-23796.75409912108,-23774.910326893332,-24717.671643145946,-24703.562023833114,-24721.585941634556
42,0.04148883899277681,0.9721374246946054,0.04148883899277681,0.9721374246946054,0.0002847641823779353,0.014415254845583966,-0.0006367267916225193,0.0012105233152480074,-24007.578664793382,-23985.17048072205,-23985.11617447344,-24925.409634514144,-24932.962968538177
43,-0.0005036938951287013,-0.0006467401572035519,-6.121442531579094e-05,-0.0004596045148453672,0.0,0.0,0.14969050265404626,0.9602388855336187,-23957.13497670554,-24863.227969333428,-24856.54401976195,-24864.51132828759,-23945.149470093413
44,0.14660191747683812,0.9525616923475344,0.010226818901459623,0.10764270043824087,0.0,0.0,-0.00014061197405583129,-0.005221861525876985,-23928.248695925136,-23905.468527032917,-24742.554015325466,-24791.719684638385,-24791.7135072188
45,0.007830952357350957,0.10075598421876633,8.564203683148253e-05,0.0007317737601671402,0.0,0.0,-7.120042496519285e-05,-0.0008197323201238197,-23676.745173016352,-24525.518663426992,-24582.82351207303,-24592.652313853887,-24593.55680563937
46,0.35456775576447336,0.9760798209846641,-0.00038179952604958643,0.013407036769837958,0.15915377708818085,0.9839992633688599,0.008820629567081139,0.09652072795710173,-23666.898666790003,-23651.32436485642,-24675.77550666443,-23656.94256865532,-24642.624812517708
47,0.15915892573247453,0.9839989968685195,-0.00020631074661273428,-0.0018709238096846273,0.0001915782615287216,-0.0001538979464242774,-0.00016858174308456562,-0.0005513710431743218,-23773.34704601973,-23766.355722356995,-24743.62167951955,-24749.057006547362,-24750.132789446903
48,0.012783532042565845,0.1,0.006225382160843829,0.09215994230482605,0.009811675894314234,0.0736995458051247,0.005630453761232015,0.08079912862954654,-23665.868950154865,-24646.90701639755,-24657.436564805845,-24708.219849153524,-24712.71732942302
49,0.035982227847005326,0.10899324087940612,0.00026515300099018126,0.005003721001941963,0.00014486708422534688,0.0035791252334306627,0.35696034976720536,0.9722413825025894,-23799.67909547919,-24611.002546158412,-24632.97376836507,-24634.807115985033,-23794.752111653965
