iteration,global_ari,average_ari,kmeans_global_ari,kmeans_average_ari,prior_random_global_ari,prior_random_average_ari,prior_kmeans_global_ari,prior_kmeans_average_ari,true_loss,loss,kmeans_loss,prior_random_loss,prior_kmeans_loss
0,0.9291531268164688,0.9305836430625403,0.9291531268164688,0.9305836430625403,0.9214417611804818,0.9235505762252958,0.9214417611804818,0.9235505762252958,-11593.207760278518,-11569.168618977988,-11569.19685920032,-11573.40906970228,-11573.409069586613
1,0.9061019342890484,0.905742084713997,0.8984868343518893,0.8982285104303095,0.9061019342890484,0.905742084713997,0.9061019342890484,0.905742084713997,-11403.158788486695,-11367.42101802698,-11365.940921768526,-11369.230592556267,-11369.230598703463
2,0.9446702630164284,0.9449712659255646,0.9368938376534556,0.9371328820871806,0.9368928970803924,0.9371333261237875,0.9368928970803924,0.9371333261237875,-11261.845722400833,-11244.129126644599,-11248.969104847005,-11248.611443871065,-11248.611453026786
3,0.9524807523239673,0.9526444267184807,0.0024783991517729827,0.003544026683938192,0.9291539174073066,0.9294509749048011,0.9291539174073066,0.9294509749048011,-11047.855077549195,-11026.679705755007,-11274.985022900657,-11030.45073777274,-11030.450705651934
4,0.04292479918305753,0.8255167398320445,0.9137126258860444,0.9137495690422354,0.0,0.0,0.9136948049142537,0.913474059625672,-11166.107420627,-11167.541251797506,-11128.489928599345,-11312.151737714441,-11136.373113285577
5,0.936897667120417,0.936642795729521,0.9446732505061082,0.9446435793997917,0.9214427761527915,0.9212892570982858,0.0,0.0,-11156.275019948027,-11136.160604340168,-11137.129578625698,-11139.578645675361,
6,0.023223897416870986,0.05716920852713964,0.005643475871484754,0.007672975327573902,0.9061114589584036,0.905767827130212,0.9061114589584036,0.905767827130212,-11073.925390049195,-11289.117034279447,-11297.508623963386,-11043.00697282774,-11043.00697874538
7,0.8909178406058668,0.8931762098402839,0.921442740070811,0.9222604874860281,0.9061159818913771,0.9060985920554934,0.9061159818913771,0.9060985920554934,-11142.298662686346,-11147.373745399085,-11118.42383763288,,-11122.507551960785
8,0.9214425753087997,0.9214446172556053,0.37839635344463945,0.5454503764170275,0.9061158614302716,0.9059289878530082,0.9061158614302716,0.9059289878530082,-11293.149371766836,-11251.237743250094,-11408.69096280523,-11257.502967946753,-11257.502960961217
9,0.0019004397557010203,0.0017544729147048617,0.0036069163954011887,0.0022730840736559874,0.0038318294750973054,0.004558355213272108,0.0019004397557010203,0.0017544729147048617,-10922.335915728168,-11120.307394314561,-11118.704903590391,-11120.648534170274,-11120.648587706664
10,0.9524809640734552,0.9523206521769488,0.05527247709643121,0.13696941734103346,0.9446733348050895,0.9446438845001811,0.9446733348050895,0.9446438845001811,-11368.183325692185,-11351.024308735514,-11674.987555409238,-11692.996912743734,-11354.97914653869
11,0.9603204383279997,0.9603203153929535,0.030459152536089863,0.8679705176504999,0.9524807616186577,0.9523203153929535,0.9524807616186577,0.9523203153929535,-11297.408809010527,-11281.036665869253,-11368.390250165978,-11284.336656109555,-11284.336666598361
12,0.929154120624323,0.9287906401706234,0.929154120624323,0.9287906401706234,0.9368976526043716,0.9364753795053573,0.9368976526043716,0.9364753795053573,-11060.163568680035,-11036.167343571136,-11036.227984605215,-11041.012572572337,-11041.01254063089
13,0.9603205178782778,0.9603199464905721,0.061632040603541036,0.74862793822198,0.9214426683307702,0.9214475084437244,0.0,0.0,-10989.752095543823,-10965.233409589384,-11065.705959366427,-10971.360822838762,
14,0.960320569116647,0.960321435933202,0.38815048037122996,0.8266769975767113,0.9291542558103376,0.92929042477414,0.0,0.0,-11113.854306225014,-11097.854033823196,-11164.358364972162,-11100.93801810557,
15,0.9214428106396227,0.9214497464974624,0.9214428106396227,0.9214497464974624,0.9214428106396227,0.9211251262542455,0.9214428106396227,0.9211251262542455,-11154.820126537514,-11127.011451655693,-11126.858226394806,,-11131.049552703289
16,0.5645673055368091,0.7056462326378693,-0.0020851996200235952,-0.0017740222066543014,0.8758465458042177,0.8757138105517394,0.0,0.0,-11014.755591317185,-11041.505338025432,-11250.268872995226,-10990.159360355456,
17,0.9603129748486161,0.9603198903330664,0.9524710887648254,0.9524767933147095,0.9291406205478928,0.9299361303182314,0.3350547755677957,0.8698063238081792,-11411.009477043353,-11390.93589717854,-11392.925729102037,,-11474.648993656408
18,0.8909177813915478,0.8943015998275572,0.45048693373721027,0.7931290012796475,0.868360588945443,0.8707849389629694,0.0,0.0,-11010.59352298985,-10974.288872070278,-11000.153765877005,-10979.179789595893,
19,0.6327338734797608,0.7383205298228428,0.6137764618269351,0.757131834085569,0.00018409493839990484,0.0013285254804579867,0.00018409493839990484,0.0013285254804579867,-10981.483068808191,-10990.90396047084,-10983.790293998345,-11113.38470615549,-11113.384673476094
20,0.9603205301167538,0.9601599049624227,0.9603205123301661,0.9601599049624227,0.9524808008370812,0.9523212980205562,0.0,0.0,-11227.533017162514,-11205.396370085598,-11202.688794974445,-11206.544546265128,
21,0.9840313995949901,0.9839993417272901,0.9840313995949901,0.9839993417272901,0.960318341349241,0.9599964577054731,0.960318341349241,0.9599964577054731,-11286.780899846859,-11275.658914241656,-11275.605280185171,-11606.385485099772,-11278.891209076743
22,0.4397735490184025,0.8385080593992692,0.9681915683839991,0.9681585971788957,0.9524797422833535,0.9523196592463206,0.9524797422833535,0.9523196592463206,-11307.037817879685,-11352.95608561549,-11292.05380251035,-11295.657959910352,-11295.65796110104
