iteration,global_ari,average_ari,prior_random_global_ari,prior_random_average_ari,prior_kmeans_global_ari,prior_kmeans_average_ari,true_loss,loss,prior_random_loss,prior_kmeans_loss
16,1.0,1.0,0.0,0.0,1.0,1.0,-11535.677199507372,-11532.876555019315,,-11534.252948543111
17,1.0,1.0,1.0,1.0,0.001482997625323671,0.005606004596666613,-11447.469622695342,-11444.505236600333,-11446.150977871073,
18,1.0,1.0,1.0,1.0,1.0,1.0,-11530.891559266836,-11526.23156269325,-11527.516310421828,-11527.516310997198
19,0.984032001021952,0.9839998119331363,0.9919999681285151,0.9919998119331364,0.9919999681285151,0.9919998119331364,-11480.022274975014,-11474.189603653693,-11477.041111825416,-11477.041103865315
20,0.9760950728844713,0.9761530647468281,0.9840312350384399,0.9839940722455415,0.9840312350384399,0.9839940722455415,-11348.704707448027,-11336.215148026213,-11337.900378618491,-11337.900378618491
21,0.9840319571353601,0.9839988715337246,0.9840319571353601,0.9839988715337246,0.08578144948471221,0.8308330824942753,-11802.252620582021,-11794.480349232348,-11795.965641301482,-12119.29332474654
22,1.0,1.0,0.0,0.0,0.07654691867142648,0.8402144189459928,-11765.173765305504,-11760.574763564971,,-12128.31749894894
23,0.9919999034306759,0.9919998119331364,0.9919999034306759,0.9919998119331364,0.031925711862220645,0.9054546376488292,-11784.914832576182,-11779.545998300817,-11781.083057974502,-12056.329276383467
24,0.9760961872484464,0.9759974608618899,0.9760961872484464,0.9759974608618899,0.9760961872484464,0.9759974608618899,-11470.66774173985,-11458.156263598445,-11460.293757251766,-11460.293762350731
25,0.9919999711388391,0.9919993417272899,0.9840320099978856,0.98399868345458,0.9840320099978856,0.98399868345458,-11552.085587346859,-11546.007734877105,-11547.725092748024,-11547.72509847221
26,0.976096191770377,0.9764764615189401,0.0,0.0,0.9840320640625895,0.9841576824952678,-11733.184302254685,-11720.770252512933,,-11722.635742791306
27,0.9919999997943784,0.9919993417272899,0.9919999997943784,0.9919993417272899,0.0021266650815867172,0.002949988476607513,-11417.46559330235,-11406.697588737965,-11409.63693664674,
28,1.0,1.0,1.0,1.0,1.0,1.0,-11468.800307953867,-11466.195731852937,-11467.677529206978,-11467.677529206978
29,0.9919997667277575,0.99199877740731,0.9919997667277575,0.99199877740731,0.9919997667277575,0.99199877740731,-11361.266559266836,-11349.980576456466,-11352.211518235603,-11352.211520764413
30,0.9840320230862317,0.9841599999999999,0.9840320230862317,0.9841599999999999,0.07655415055502268,0.8363564623963379,-11561.397213403518,-11545.619395724765,-11547.270923351303,-11888.46463722152
31,0.9919999730634713,0.9919992163297293,0.984031996819225,0.9839992163297293,0.984031996819225,0.9839992163297293,-11599.787756308191,-11588.931939589249,-11590.458248847031,-11590.458248847031
32,0.9919999730634713,0.9919993417272899,0.0,0.0,0.09302066109515467,0.7724382634582202,-11405.667905930504,-11399.238351437309,,-11724.820042310761
33,0.9920000001562724,0.992,0.9920000001562724,0.992,0.9920000001562724,0.992,-11524.640151703867,-11517.523424818663,-11518.800448541244,-11518.800451197363
34,1.0,1.0,1.0,1.0,1.0,1.0,-11455.600235784359,-11451.748267296653,-11453.608705286182,-11453.608710949095
35,0.5706838540814843,0.8066050912767212,1.0,1.0,1.0,1.0,-11507.82952273354,-11618.360657548594,-11500.425005143075,-11500.42500394256
36,0.9760937466308737,0.9764829135620342,0.984030281556705,0.9841604758322362,0.984030281556705,0.9841604758322362,-11879.237972144521,-11870.25552104172,-11872.47956536279,-11872.479561168726
37,0.991997003537941,0.992,0.9840264343077965,0.98399877740731,0.0,0.0,-11230.578771933191,-11222.696615627097,-11224.543569464817,
38,0.9840320040385563,0.9839989969312853,0.9840320040385563,0.9839989969312853,0.9840320040385563,0.9839989969312853,-11430.319088403518,-11420.146645248802,-11422.532629094383,-11422.532629094383
39,0.984032,0.9841604758322362,0.4558895236901902,0.8757488172320809,0.984032,0.9841604758322362,-11678.629553183191,-11669.134430951699,-11770.862231317336,-11671.11745911993
40,0.9840313942303629,0.9839937274117077,0.9919996253315568,0.9919992163297293,0.9919996253315568,0.9919992163297293,-11379.271093174195,-11371.729148666636,-11373.617150563876,-11373.617154601381
41,0.9919999997943784,0.9919992163297293,0.9919999997943784,0.9919992163297293,0.9919999997943784,0.9919992163297293,-11556.924598201182,-11547.35770651942,-11548.917009115865,-11548.917008389686
42,1.0,1.0,1.0,1.0,1.0,1.0,-11522.161069993004,-11517.343336934702,-11519.049406798538,-11519.049403367839
43,0.5116924472212938,0.811615057202302,0.9919984543230139,0.9919992163297293,0.0518991568674645,0.9078331707217171,-11877.062396132842,-12065.004216304886,-11873.352780925396,-12137.836627024371
44,1.0,1.0,1.0,1.0,1.0,1.0,-11709.683325692185,-11706.041371404575,-11707.970537048297,-11707.970537048297
45,0.9840316589316259,0.9839971467023197,0.9760955097751122,0.9759967078658829,0.5231753953204721,0.8046477673506505,-11403.52007556403,-11391.906433213995,-11393.698882573623,-11534.84769893855
46,1.0,1.0,1.0,1.0,1.0,1.0,-11595.333983127,-11590.17597034798,-11592.257953870192,-11592.257953875878
47,0.9919999558239977,0.9919996552039955,0.9919999558239977,0.9919996552039955,0.9919999558239977,0.9919996552039955,-11250.317176326182,-11240.870505162104,-11242.695198611722,-11242.695198611722
48,1.0,1.0,1.0,1.0,1.0,1.0,-11737.186440094172,-11731.039501359519,-11732.677146552096,-11732.677146552096
49,1.0,1.0,0.9919999681285151,0.9919992163297293,0.9919999681285151,0.9919992163297293,-11583.885453605853,-11577.502451406113,-11577.204037738711,-11577.204037738711
50,0.9681923737408957,0.9684804711330344,0.9603206219050832,0.9603179222826418,0.0,0.0,-11716.739945793353,-11709.3172073614,-11711.021223770429,
51,0.9919999860917265,0.992,0.9840320329363369,0.9839998119331363,0.9840320329363369,0.9839998119331363,-11703.523415728168,-11693.106392449872,-11694.791819281734,-11694.791813163116
52,1.0,1.0,1.0,1.0,1.0,1.0,-11561.923560067185,-11556.70841575656,-11558.411081312837,-11558.411078606348
53,0.9919999711388391,0.9919992163297293,0.9919999711388391,0.9919992163297293,0.4292041700790025,0.8754525219866844,-11502.028216445342,-11495.927442278537,-11497.715469071642,-11690.178423634732
54,0.9840320504038269,0.9841602586080228,0.9840320504038269,0.9841602586080228,0.9840320504038269,0.9841602586080228,-11573.217628522678,-11567.958505018401,-11569.491165319168,-11569.491166331325
55,1.0,1.0,1.0,1.0,0.0,0.0,-11767.210587346859,-11757.016440642794,-11758.44277466915,
56,1.0,1.0,1.0,1.0,1.0,1.0,-11686.083634221859,-11682.133831430014,-11684.144636447381,-11684.144636447381
57,0.9760961872484464,0.9761612713656115,0.9681923737408957,0.9681612713656115,0.9681923737408957,0.9681612713656115,-11707.108881180035,-11695.062576987792,-11697.59340689264,-11697.593406122258
58,0.4451163101403994,0.8727883251591221,1.0,1.0,1.0,1.0,-11702.608212475014,-11848.69561319925,-11701.003999791112,-11701.003994005045
59,1.0,1.0,1.0,1.0,1.0,1.0,-11684.624063237165,-11677.471243655824,-11680.064400503368,-11680.064401842768
60,1.0,1.0,1.0,1.0,1.0,1.0,-11879.285680040199,-11872.07545870459,-11873.269623503289,-11873.269623503287
61,0.9840315401535042,0.983996363032049,0.9760953167449541,0.9759963630320492,0.9760953167449541,0.9759963630320492,-11762.828771933191,-11751.956094320158,-11753.607391769277,-11753.607390808007
62,0.9919999681285151,0.9919995611635631,1.0,1.0,1.0,1.0,-11506.892433210178,-11503.624577526689,-11505.312495883507,-11505.312501352038
63,0.9760961377037042,0.9761599386521226,0.9760961508271827,0.9759989655935627,0.47228827536375523,0.8490282696216085,-11612.020096087863,-11597.50630672943,-11599.195880249918,-11765.73900156965
64,0.9760900844748461,0.9759981191346,0.9760900844748461,0.9759981191346,0.9760900844748461,0.9759981191346,-11261.398292585178,-11241.517858014786,-11243.227914232197,-11243.227914232197
65,0.9681825115148831,0.9681603935689262,0.9681825115148831,0.9681603935689262,0.9681825115148831,0.9681603935689262,-11251.031896933191,-11234.259914736724,-11235.938653162366,-11235.938653162366
66,0.48898992445032735,0.8488703193764005,1.0,1.0,1.0,1.0,-12073.492793385527,-12202.244559559513,-12065.183762619636,-12065.18376125947
67,0.9919999854008352,0.9919998119331364,1.0,1.0,1.0,1.0,-11752.682369653518,-11746.717854386501,-11748.420761380467,-11748.420758758166
68,0.6202008580918097,0.7903030303030303,0.9919999691484065,0.992,0.9919999691484065,0.992,-11715.264195665199,-11865.164913255661,-11709.196646692968,-11709.19664493534
69,1.0,1.0,1.0,1.0,1.0,1.0,-11827.161533459708,-11820.151732393964,-11821.65407482161,-11821.654074096174
70,0.9840320050933414,0.9839990282628657,0.0,0.0,0.9760961061483148,0.9759986834668609,-11473.847470287514,-11465.259613341012,,-11466.996927545748
71,0.9760961941296443,0.97599877740731,0.9760961731911297,0.9759995611635631,0.10059380005421897,0.7565043171718636,-11312.853350186346,-11303.968050851581,-11306.788003821053,-11564.05966396065
72,0.9840320640625895,0.9839991536604262,0.9919999997943784,0.9919998119331364,0.9919999997943784,0.9919998119331364,-11674.555396004685,-11667.850969945699,-11669.651422246134,-11669.651422246134
73,1.0,1.0,0.9920000001562724,0.992,0.9920000001562724,0.992,-11677.65699955235,-11674.48509007865,-11676.387868415131,-11676.387879978916
74,0.9840320050933414,0.9839984326594585,0.9840320050933414,0.9839984326594585,0.9840320050933414,0.9839984326594585,-11441.830642962863,-11435.214751993015,-11437.10371839409,-11437.103723955377
75,0.9920000001562724,0.9919995611635631,0.9840320660777474,0.983998902890853,0.9840320660777474,0.983998902890853,-11579.121986969172,-11574.785169572328,-11576.633526843785,-11576.633526689287
76,1.0,1.0,1.0,1.0,1.0,1.0,-11544.671545370691,-11538.989012528715,-11540.465110457606,-11540.4651150335
77,0.9681781551323186,0.9681287541751239,0.9681781551323186,0.9681287541751239,0.9681781551323186,0.9681287541751239,-11143.763403817185,-11130.329450458672,-11132.135067936524,-11132.13506958054
78,0.976096191770377,0.9759965197990192,0.0,0.0,0.9919999997943784,0.9919971467023199,-11569.841651960178,-11559.99010381629,,-11562.996788024435
79,0.9919999691484065,0.9919998119331364,0.9919999691484065,0.9919998119331364,0.9919999691484065,0.9919998119331364,-11588.177466317185,-11583.534573923604,-11584.99051075192,-11584.99051075192
80,0.9919999775871758,0.9919998119331364,0.9919999775871758,0.9919998119331364,0.9919999775871758,0.9919998119331364,-11455.614071850014,-11437.527006327868,-11439.111925342175,-11439.111925342175
81,1.0,1.0,1.0,1.0,1.0,1.0,-11491.901037558191,-11488.223291931285,-11489.687063952453,-11489.687062701527
82,0.9840319936959081,0.9839993417272901,0.9840319936959081,0.9839993417272901,0.9840319936959081,0.9839993417272901,-11819.908140305504,-11809.169633028167,-11810.668177514277,-11810.668177341466
83,0.9919999711388391,0.9919993417272899,0.9840320040385563,0.983998902890853,-0.0005560763275843658,0.0011707343003987205,-11418.543861969172,-11404.433005099401,-11406.26485749392,
84,0.9840320488565437,0.98399868345458,0.9919999904673683,0.992,0.9919999904673683,0.992,-11599.77917248401,-11594.995996841859,-11596.968821699862,-11596.968821699862
85,1.0,1.0,1.0,1.0,1.0,1.0,-11585.347449763682,-11579.899855351188,-11582.132178613318,-11582.132178613318
86,0.9919995362962712,0.99199877740731,0.9840310441673102,0.9841581403596603,0.9840310441673102,0.9841581403596603,-11518.765541656672,-11509.28312307791,-11511.0460103966,-11511.04601434796
87,0.9919988588426287,0.9919971467023199,0.9919988588426287,0.9919971467023199,0.9919988588426287,0.9919971467023199,-11342.0966784395,-11336.82358759874,-11338.609592849289,-11338.609592849289
88,0.4613223006766929,0.8708116551375855,0.9760961872484464,0.9764848484848485,0.9760961872484464,0.9764848484848485,-11686.445836290199,-11857.655232631703,-11675.511401924972,-11675.51140291213
89,0.9840320418465675,0.983998902890853,0.9919999904673683,0.9919995611635631,0.9919999904673683,0.9919995611635631,-11608.208736841018,-11603.724500729686,-11605.313122273079,-11605.313124390736
90,0.984032001021952,0.9839993730966994,0.9760961002009502,0.9761602877653726,0.9760961002009502,0.9761602877653726,-11670.245846216018,-11660.007879556979,-11662.614450810746,-11662.614450810746
91,1.0,1.0,1.0,1.0,1.0,1.0,-11926.428545498846,-11920.127025323822,-11921.719261945322,-11921.719261945322
92,0.9919997017634454,0.9919905858125253,0.9919997017634454,0.9919905858125253,0.0482831710079454,0.8763578861912743,-11763.14039798985,-11757.039017977622,-11758.452960055813,-12038.944233351473
93,1.0,1.0,0.9919982176116094,0.991977557788841,0.9919982176116094,0.991977557788841,-11379.301469230853,-11373.572084362557,-11375.703357539478,-11375.703350146523
94,1.0,1.0,1.0,1.0,1.0,1.0,-11580.46636462653,-11575.154955573598,-11576.917630545287,-11576.917631672422
95,0.9919999860917265,0.992,0.9919999860917265,0.992,0.9919999860917265,0.992,-11707.432225986695,-11700.226279778799,-11701.655251498652,-11701.65525000479
96,0.9919999740011123,0.9919996552039952,0.0,0.0,0.9840320089020589,0.9839992163675584,-11708.348344230853,-11698.359105995129,,-11700.676507944236
97,0.9840320259550761,0.9839993417272901,0.9840320259550761,0.9839993417272901,0.4667698295913527,0.8411451320708998,-11335.676305040199,-11326.86875463378,-11328.278531909753,-11458.7457966928
98,0.984032001021952,0.9839988715337246,0.9681922590638079,0.968159913812018,0.0,0.0,-11561.405879323027,-11548.74234583207,-11551.154191716998,
99,0.9760961414883792,0.9761614280947526,0.5348944326384917,0.7993337260965517,0.9840320329363369,0.9839998119331363,-11684.359857742535,-11676.613710551661,-11785.213104855964,-11678.35068191885
