iteration,global_ari,average_ari,loss,true_loss
0,0.00038770756378241793,-0.0024956371249350872,-12351.916523201664,-11830.412674212863
1,0.9760961941296443,0.976161616161616,-11978.420599981238,-11960.981279873846
2,-0.0014055496838748832,-0.0015521208230856337,-12423.309774722937,-11921.074032787514
3,-0.0018350314903527825,0.001219409938710761,-12440.602100885617,-11912.63649173985
4,-0.001682918208106234,-0.00023123120452624296,-12249.810007830734,-11773.836522861695
5,0.038095866609034974,0.9839992163675584,-11938.130115841803,-11945.322059138682
6,0.03805587815811412,0.9839979937370392,-12046.582887843946,-12056.058284644521
7,1.0,1.0,-11974.90876890709,-11986.680313909359
8,0.0025450948906085083,-0.0032320299137222905,-12526.992906596079,-11950.512119397208
9,-0.0004863746247697297,-0.0004872441303393567,-12450.878732660529,-11980.979244653518
10,-0.004146535427433695,-0.004391948416363759,-12492.15079030259,-11940.883623623846
11,0.9840305667129629,0.983977557788841,-11862.62656314579,-11868.489236040668
12,0.9840320648505942,0.9841602586080228,-11823.359469358074,-11832.624752466018
13,0.9840172519118843,0.9839932884892886,-11889.424661888796,-11903.701900903518
14,0.036514803032027816,0.9919998119331364,-11942.139427401964,-11913.81237560901
15,-0.006823058974689618,0.19770271204511292,-12317.032197894307,-11918.286111040668
16,0.9840308245660749,0.9839992163675584,-12023.91606229731,-12035.177712603168
17,-0.0001370574712950435,-0.0004350326971138495,-12346.090449029401,-11851.300780002
18,-0.0015801661391253653,0.0,-12459.402787161045,-11921.762488826182
19,-9.486306880875413e-05,-0.0008569898232458489,-12537.907694143778,-12015.424557153518
20,0.0,0.0,-12405.347562198023,-11900.399351243004
21,0.0010223656796501718,-0.000984070435581293,-12404.56307211328,-11917.116107070342
22,-0.00036662529542480103,-5.740191886414489e-05,-12430.581397876287,-11865.25270267735
23,0.3491615886036737,0.9522846424590548,-11834.342679362771,-11795.989338659829
24,-0.0013602253155086633,0.0,-12244.251546112046,-11771.589370453867
25,0.002794124748160195,0.0,-12480.82951339074,-12008.731423540668
26,0.3538780951826469,0.9759984326972877,-11822.710041822718,-11796.160926326182
27,-0.0005221098356234914,-0.0017427542642344796,-12276.227874827653,-11814.608479284829
28,0.9840320640625895,0.9839996238662728,-11900.53444998239,-11911.515233799195
29,0.984030281556705,0.9839898021422545,-11865.845283132374,-11879.0029284395
30,-0.0006306600706604942,-0.002774553765487786,-12398.055746017699,-11842.7333971895
31,-0.0003054512639248836,0.002611476421421078,-12303.399203517545,-11770.017227971859
32,-0.00027388137537946147,0.0009323724959880217,-12438.154561810223,-11871.965429111695
33,-6.397451132144595e-06,-0.0005235442726599145,-12574.625465145531,-12019.236934010527
34,0.008741313685109638,0.00723135893042734,-12439.75901179634,-11855.192237897678
35,0.0004611683854498105,-0.00020900598007777922,-12233.06430597913,-11770.404964332021
36,-0.0008933065927818041,0.0005107695272972583,-12334.689734668891,-11819.877723201182
37,-0.0005239263250504326,-0.0007444228734768356,-12423.440883187639,-11916.584939165668
38,0.9919986675553487,0.9919905858125253,-11871.575731306872,-11877.572974129685
39,-0.00042552395964998385,-0.0006490834186426951,-12284.279526722723,-11740.030858799195
40,-0.0011475446544096347,0.0,-12360.586113093013,-11902.251808210178
41,-0.0008735738497905159,-0.002274891251268548,-12450.680848917991,-11931.664360528048
42,0.0,0.0,-12439.877164227102,-11977.524330719172
43,-0.0003982303088445522,0.0019552937374387133,-12256.930488177886,-11722.525122567185
44,4.865438858070249e-06,-0.0005639446780821619,-12316.17529919322,-11844.185237769521
45,0.0006798640611026187,0.005046274562741854,-12287.145559799621,-11814.377764248846
46,-0.0019655407700242883,0.0011834947531591965,-12486.367631414598,-11931.95885998401
47,0.0001967235538417382,0.0005107695272972583,-12359.259992554364,-11846.4033190645
48,-0.0003545984953076914,-0.0024475126960943837,-12358.9435022462,-11817.709651832021
49,-0.000344133339997668,-0.0004976719855557115,-12433.927840718867,-11927.06910892735
50,0.9919999730634713,0.992,-11930.170452720748,-11932.899084433191
51,-0.0018628352600175316,-1.645681775102892e-05,-12345.288708828433,-11840.565264248846
52,0.9840312292878678,0.9839995611635631,-11919.397118288514,-11927.240027888682
53,-0.00036641132057026226,-0.0005926784880256398,-12306.199635643618,-11863.412817879685
54,0.9919999691484065,0.992,-11902.197258785853,-11909.81335217151
55,-6.349304693531479e-05,-0.0005926784880256398,-12505.052307349139,-11941.55944592151
56,-0.001207690075897785,-0.0016954205743742834,-12463.4131818875,-11963.68053967151
57,0.07799673416054068,0.22333130776299664,-12347.310446589945,-11978.68932873401
58,-0.0011723448338714507,0.0,-12258.354453402553,-11764.366024975014
59,-0.0007304767002590059,0.0,-12291.762437197649,-11786.806064709708
60,0.0008318990318478607,0.0003829159729329157,-12454.069703766754,-11952.803607070342
61,0.9760961002009502,0.9759964884296097,-11890.107536422121,-11894.842566951182
62,-0.0009197044489078545,-0.001106962750739997,-12312.46716647102,-11874.263342245691
63,0.004468136446998702,0.0061630257584330455,-12347.972567676135,-11858.46689824616
64,-0.0019182131166299715,-0.0029841849641213864,-12428.445362156754,-11951.181126281203
65,-0.0008579267441788926,-0.003246189898078551,-12343.484584805923,-11886.564267162514
66,-0.0005382679332116075,-0.0024338329504051777,-12295.41350900877,-11817.006732070342
67,0.05474626699938599,0.19912050216985638,-12358.965845835319,-11884.006001793823
68,-0.0008938930955338496,-0.001833563216132023,-12373.335892507876,-11844.607502722329
69,0.002130692687060691,-0.00035313302908361393,-12417.025205855203,-11919.522500737165
70,0.9840313942303629,0.9841614067256721,-11938.765395269738,-11944.689308210178
71,0.0026934008494996467,0.002789193185806826,-12481.981057380734,-11857.410216573497
72,0.9919999944811108,0.9919992163297293,-11835.545726521526,-11841.756752594172
73,0.039690087979238675,0.9919850525031807,-11869.810224120314,-11849.225215260527
74,0.9919999775871758,0.992,-11895.778842500376,-11899.890439037514
75,1.0,1.0,-11742.39895918322,-11747.484373752
76,0.002942569065291439,0.002863854581165372,-12196.290022093732,-11701.221350058191
77,0.9840282591735267,0.9841540496839629,-11769.520256851943,-11777.871904873846
78,-0.0010694376982404467,-0.0004293504388350744,-12255.838183443198,-11785.555703862165
79,0.0,0.0,-12342.352112425597,-11848.557410701182
80,0.9840320626466431,0.9839993417272901,-11756.887247540657,-11766.089657787514
81,0.006989845724252884,0.009727704163142562,-12453.525147310253,-11867.356095159359
82,-0.002805526372414202,0.0,-12421.404259604942,-11896.091487769521
83,0.00018212976671821708,0.0011834947531591965,-12357.672662268626,-11862.760638320342
84,-0.002179557964427878,0.0,-12181.861371227835,-11667.034847144521
85,0.9760244164760237,0.9760213567173366,-12050.774143414297,-12064.444252594172
86,-0.0013692364884659383,-0.0016467245245553673,-12462.455574293313,-11934.126602971859
87,0.0004097267352653994,0.005628882214739645,-12396.457259634839,-11920.296709561346
88,2.3935939507221996e-05,0.0015060083662838252,-12299.047821641441,-11784.801612897678
89,0.9840317580481719,0.9841540496839629,-11803.480483801222,-11816.057472272678
90,0.9760956584656854,0.9761594684462762,-11776.223582624487,-11786.733232998846
91,-0.0008894504923874512,0.0,-12307.296857554928,-11847.572912558191
92,0.9840240618049966,0.9839992163297293,-11969.971901613644,-11978.638403817185
93,0.9840315401535042,0.9841611274691303,-11914.11583344887,-11919.14039798985
94,-0.001370415835143931,-0.0020426905629922355,-12393.641227246973,-11945.664422099544
95,0.00043881608728782266,0.001301815690304899,-12435.776544282307,-11923.184240683191
96,0.04134594802661651,0.9681518571781368,-12057.651028883578,-12078.411636078867
97,-0.0015730611959396674,-0.0017413706288259465,-12272.968085271701,-11720.500667457021
98,0.04118420150444328,0.14320177767069894,-12415.497707430588,-11976.520096087863
99,0.0007684665887528472,-0.0006155917856971096,-12560.508157509052,-12077.012180968703
