iteration,global_ari,average_ari,loss,true_loss
78,0.9137594882934749,0.9140652796277747,-11101.084113632192,-11137.123529617535
79,0.9137634276656456,0.9145856788277331,-11320.31818932058,-11353.179542585178
80,0.9760953167449541,0.9761618721313594,-11329.417277179955,-11343.04741931403
81,0.913763085966186,0.9147453050953225,-11213.995516724413,-11238.079182409829
82,0.9446724524402711,0.9451295145292231,-11137.031017903308,-11159.609980885527
83,0.5828547650232409,0.7446577089846341,-11337.632436124613,-11263.604244653518
84,0.9368977075382423,0.9371260657489021,-11113.07153711392,-11130.952815894521
85,0.9524808303943679,0.952642787795647,-11105.625273890259,-11126.658850058191
86,0.9446733085256775,0.9451292516044927,-11125.193669566625,-11149.720558210178
87,0.5174570272176271,0.7384902588024711,-11208.456382062403,-11167.822974129685
88,0.9214424092538381,0.921124160393884,-11254.532713076593,-11273.743954662514
89,0.8609058856634724,0.861644519379577,-11115.192832390645,-11150.371617540199
90,0.9524809382781522,0.952643817179708,-11255.646294932476,-11272.879573707021
91,0.6457223393920053,0.7839989028908529,-11130.189409962275,-11084.339780930504
92,0.9137632854537449,0.9152316649596133,-11034.134225282978,-11063.415993853168
93,0.9291543100011382,0.9289668011508706,-11127.108788344201,-11154.634579662514
94,0.9291543137886643,0.9289538718000039,-11354.477229504304,-11383.230180168353
95,0.034730514477578335,0.08971595498543661,-11368.708175170166,-11196.908685867535
96,0.523247349092223,0.7271850829135569,-11352.933940835901,-11275.81335217151
97,0.06162819899716971,0.8573741911954013,-11207.661136892993,-11156.24391361485
98,0.9214427761527915,0.9216121053571843,-11152.05774848788,-11182.205909772678
99,0.6263834353230214,0.738076193842846,-11211.678095190022,-11179.296791656672
